year,month,day,open,high,low,close,vol
2006,09,15,407.4,410,406.74,409.75,6954608
2006,09,18,409.8,418.69,409.47,414.4,6892662
2006,09,19,415.46,415.49,392.74,403.73,13818297
2006,09,20,407.1,407.39,394.62,396.87,8803297
2006,09,21,400.35,408.45,399.86,406.75,9604242
2006,09,22,404.98,407.45,401.36,403.86,4365176
2006,09,25,405.58,409.45,402.5,404.03,5267603
2006,09,26,405.62,407.68,401.77,406.93,5083168
2006,09,27,406.25,411.22,402.37,402.75,5706484
2006,09,28,404.08,406.98,400.54,403.72,4917567
2006,09,29,405.23,405.62,401.5,401.62,2856575
2006,10,02,402.28,406,400.8,401.05,3361646
2006,10,03,401.29,406.46,398.19,404.48,5180892
2006,10,04,404.97,415.77,403.05,415.5,6324766
2006,10,05,414.82,418.24,411.19,411.87,5419074
2006,10,06,410.22,421.91,409.75,420.69,7131752
2006,10,09,424.8,431.95,423.42,429.38,6900292
2006,10,10,431.49,437.85,422.39,426.77,9451869
2006,10,11,425.02,429.91,423.76,426.18,5513743
2006,10,12,428.56,429.68,424,427.58,4709825
2006,10,13,427.76,429.5,425.56,426.8,3506657
2006,10,16,427.7,429.2,421.34,421.84,4164266
2006,10,17,420.15,423.75,416.7,420.74,4767205
2006,10,18,423,424.75,417.5,419.3,5674348
2006,10,19,420.23,429.5,419.57,425.88,7404483
2006,10,20,458.93,460.1,453.59,459.63,10883107
2006,10,23,462.27,484.64,460.37,480.29,14221142
2006,10,24,476.28,477.86,471.41,473,8408295
2006,10,25,477.49,488.5,475.11,485.88,8906916
2006,10,26,487.5,491.96,484.2,484.67,6761369
2006,10,27,483.9,485.24,472.49,475.19,6341858
2006,10,30,474.82,480.46,470.01,476.59,6391925
2006,10,31,478.06,482.16,473.84,476.21,5999732
2006,11,01,478.76,479.13,465.26,468.49,5135391
2006,11,02,467.58,473.73,466.38,469.58,4940912
2006,11,03,472.23,473.75,465.06,471.63,4735922
2006,11,06,473.6,479.66,472.33,476.8,4847444
2006,11,07,476.96,479.02,471.77,472.7,4731247
2006,11,08,470.35,481.74,468.6,475.42,7734493
2006,11,09,476.5,479.49,471.86,472.15,4702826
2006,11,10,473.95,474.72,470.29,473.32,2645861
2006,11,13,474.9,481.15,474.14,480.95,4179951
2006,11,14,480.71,489.95,480.5,489.2,6805844
2006,11,15,493.43,499.85,492.55,493.03,8007883
2006,11,16,495,497.68,492.56,496,4774862
2006,11,17,493.4,499.66,493,498.71,5159176
2006,11,20,496.97,498.4,492.65,494.99,4947351
2006,11,21,496.54,510,495.83,509.86,8166934
2006,11,22,510.82,513,505.78,508.15,4329042
2006,11,24,504.5,507.5,504,505.12,1713223
2006,11,27,501.37,501.78,485,485.37,7034612
2006,11,28,481.09,489.86,477.03,489.22,7545830
2006,11,29,494,494.74,482.25,484.84,6056977
2006,11,30,484.19,490.4,481.55,485.36,5256216
2006,12,01,485.98,488.39,478.5,480.94,5434277
2006,12,04,482.97,487.43,479.35,484.52,4707572
2006,12,05,487.38,489.44,484.89,486.88,3898364
2006,12,06,486.84,492.4,484.52,488.72,4261228
2006,12,07,490.23,491.8,482.55,482.55,4463552
2006,12,08,481.94,488.6,480,484.03,3693358
2006,12,11,484.88,488.9,483.8,484.28,3021445
2006,12,12,483.85,486.36,480.28,481.44,3984830
2006,12,13,484.69,485.5,477.02,478.59,4486213
2006,12,14,480.25,483.75,477.26,481.79,4520930
2006,12,15,482.85,484.11,479.84,480.1,4910483
2006,12,18,482.5,482.74,460.72,462.61,7670739
2006,12,19,461.72,469.31,458.5,467.8,6341045
2006,12,20,470,471.5,462.33,463.22,4026539
2006,12,21,464.2,465.25,452.34,455.94,6745897
2006,12,22,457.5,458.64,452.73,455.36,3830275
2006,12,26,456.45,459.47,454.59,457.3,1964663
2006,12,27,459.62,467.76,459.1,467.58,3953504
2006,12,28,467.14,468.58,462.25,462.9,2985674
2006,12,29,462.1,464.47,459.86,460.58,2360214
2007,01,03,465.5,476.66,461.11,467.3,7376185
2007,01,04,468.78,483.95,468.35,483.28,7478032
2007,01,05,482.49,487.2,478.11,487.08,6446432
2007,01,08,487.73,489.87,482.2,483.6,4565759
2007,01,09,485.12,488.25,481.2,485.43,5240899
2007,01,10,484.43,493.55,482.04,489.11,5746233
2007,01,11,497.09,501.75,496.18,499.65,6894502
2007,01,12,501.99,504.9,500,504.69,4159750
2007,01,16,507.75,513,503.3,504.11,7302907
2007,01,17,503.4,507.77,494.38,496.56,6380598
2007,01,18,494.97,496.48,487.43,487.52,5777886
2007,01,19,487.97,490.76,486.74,489.78,4704546
2007,01,22,492.34,492.65,478.5,480.93,5193531
2007,01,23,480.7,484.75,477.29,479.28,4469422
2007,01,24,484.45,499.54,483.29,499.12,5761119
2007,01,25,501.78,504.5,485.66,488.11,6191323
2007,01,26,490.82,497.9,487.03,496.14,5312948
2007,01,29,497.71,498.75,490.5,492.24,4530604
2007,01,30,493.97,498,491.22,494.15,4006445
2007,01,31,496.47,505,495.51,500.82,8374291
2007,02,01,506.01,506.11,481.53,481.99,14180165
2007,02,02,483.16,485,477.81,481.36,6067772
2007,02,05,477.53,478,466.19,467.18,7062068
2007,02,06,468.69,473.3,467.26,471.13,5135719
2007,02,07,473.82,474.35,468.78,469.96,3697828
2007,02,08,467.96,473.75,465.15,470.9,3955224
2007,02,09,471.55,472.68,461.5,461.95,4703091
2007,02,12,460.96,462.39,455.02,458.3,5622674
2007,02,13,459.11,462.78,457.26,458.95,3930515
2007,02,14,460,469.13,459.22,465.8,5240558
2007,02,15,466,466.13,460.72,460.87,3873288
2007,02,16,462.97,470.15,462.06,470.02,5945391
2007,02,20,467.62,472.75,464.71,472.01,3906325
2007,02,21,469.99,478.68,467.74,475.81,5471400
2007,02,22,478.69,484.24,474.39,475.44,5527307
2007,02,23,475.86,476.95,467.8,470.6,3758839
2007,02,26,472.83,475.25,463.75,464.8,3797976
2007,02,27,454.98,459.8,447.3,448.53,8969233
2007,02,28,450.43,453.67,443.04,449.3,7680557
2007,03,01,442.67,452.42,440,448.3,8371962
2007,03,02,445.33,448.7,438.91,439.37,6393315
2007,03,05,437.1,445.5,437,440.16,5973832
2007,03,06,447.41,457.46,447.38,457.21,7135773
2007,03,07,462.32,463.14,454.29,455.61,5902952
2007,03,08,458.82,465.5,454.1,454.4,5186648
2007,03,09,458.02,458.4,450.1,452.99,4722793
2007,03,12,452.57,455.25,451.11,454.51,3316948
2007,03,13,450.51,451.93,443.17,443.67,5872391
2007,03,14,443.07,448.66,439,447.9,7747882
2007,03,15,447.67,449.82,443.94,446.16,3688299
2007,03,16,445.7,446.7,439.89,440.26,5107555
2007,03,19,443.13,448.5,440.63,446.81,4943337
2007,03,20,445.6,447.6,443.6,445.21,3185790
2007,03,21,445.32,455.94,445.22,455.88,5575491
2007,03,22,455.62,462.12,452.53,462,5364351
2007,03,23,461.44,463.39,457.08,461.83,3942381
2007,03,26,460.52,464.88,455.62,464.53,4538864
2007,03,27,463.55,465.23,460.34,463.7,3527717
2007,03,28,462.08,465.44,460.15,461.8,4399942
2007,03,29,464.58,466,455,461.15,3814088
2007,03,30,462.1,463.4,456.14,457.87,3129339
2007,04,02,457.66,458.53,452.12,458.03,3344007
2007,04,03,464.05,474.25,464,472.46,6213449
2007,04,04,472.35,473,469.58,471.21,3598658
2007,04,05,471.3,472.09,469.62,471.37,2601527
2007,04,09,472.98,473,465.59,468.05,2955846
2007,04,10,467.08,470.79,465.16,466.37,2916127
2007,04,11,466.07,469.4,462.61,464.77,3680416
2007,04,12,464.12,468,462.24,467.08,2608803
2007,04,13,468.45,468.77,463.36,466.13,2581591
2007,04,16,468.39,476.99,468.15,474.08,4858791
2007,04,17,473.84,476.39,471.6,472.9,2996094
2007,04,18,470.7,479.9,469.53,476.46,5417293
2007,04,19,474.48,481.95,469.59,471.36,7435865
2007,04,20,491,492.5,482.02,482.35,11393708
2007,04,23,480,485,478.26,479,5404082
2007,04,24,478.61,479.98,475.55,477.6,3574520
2007,04,25,480.14,481.37,476.11,478.05,3832983
2007,04,26,478.06,484.45,477.11,481.09,3806455
2007,04,27,480.07,482.4,478.33,479.01,2860178
2007,04,30,479.15,481.35,471.5,471.74,3418177
2007,05,01,471.58,472.81,464.17,468.41,3501857
2007,05,02,468.98,471.08,465.73,466.5,2896616
2007,05,03,466.42,474.07,465.29,473,3456441
2007,05,04,470.15,474.84,465.88,470.72,3482836
2007,05,07,472.15,472.82,466.47,467.26,2949005
2007,05,08,466.08,468.17,464.73,466.93,2813755
2007,05,09,466.3,471.73,463.88,469.31,3805113
2007,05,10,467.04,469.49,461.02,461.5,3611989
2007,05,11,461.83,467,461,466.79,2814668
2007,05,14,465.48,467.51,460,461.04,2969797
2007,05,15,461.96,462.54,457.41,458.11,4006423
2007,05,16,462.03,473.14,458,472.03,6162824
2007,05,17,472.38,475.22,470.81,470.86,4512604
2007,05,18,472.27,472.7,469.75,470.18,3598630
2007,05,21,469.31,479.2,466.72,469.94,5999481
2007,05,22,473,479.01,473,475.76,3711865
2007,05,23,480.82,483.41,473.78,474.16,4746789
2007,05,24,475.15,479.2,471.5,474.13,4030316
2007,05,25,478.73,484.95,477.27,484.65,5168104
2007,05,29,484.99,491.8,484,486.76,5104842
2007,05,30,484.63,498.84,483,498.38,6784858
2007,05,31,500.64,508.78,497.19,498.06,8488032
2007,06,01,501.52,505.02,497.75,500.38,4586579
2007,06,04,498,510.51,497.59,506.91,6963399
2007,06,05,510.1,518.88,506.61,518.51,10019971
2007,06,06,516.75,520.78,515.26,518.75,7591991
2007,06,07,519.75,526.5,512.51,515,10405470
2007,06,08,516.08,519.64,509.46,515.4,6123208
2007,06,11,514.02,518.25,510,511.18,4501019
2007,06,12,509.18,511.67,503.17,504.65,6055718
2007,06,13,507.08,508.54,498.69,504.56,6859373
2007,06,14,505.38,505.88,501.7,502.94,4178874
2007,06,15,508.19,509,501.23,505.73,6197399
2007,06,18,506.18,516,504.24,515.51,4702288
2007,06,19,514.28,517.25,511.54,514.45,4181441
2007,06,20,516.71,518.75,509.06,509.82,4180281
2007,06,21,510.43,515.29,506.28,514.17,4299715
2007,06,22,516.2,524.79,516.1,524.4,6432399
2007,06,25,528.98,534.99,523.38,526.96,7724030
2007,06,26,532.73,533.2,526.24,530.1,5337843
2007,06,27,525.08,527.99,519.56,525.95,5957788
2007,06,28,524.88,529.5,523.8,525.01,3739004
2007,06,29,526.04,527.4,519.46,523.11,3691629
2007,07,02,525.12,531.85,524.2,530.01,3262409
2007,07,03,531.04,534.4,527.5,533.55,1885614
2007,07,05,535.75,544.4,532.15,541.8,4815602
2007,07,06,541.13,543.87,538.73,539.04,2655958
2007,07,09,543,548.74,540.26,543,3558955
2007,07,10,543.39,547,541.65,543.27,3681965
2007,07,11,543.6,546.5,540.01,544.1,3203758
2007,07,12,545.86,547.32,540.22,545,3293669
2007,07,13,547.79,552.67,547.25,551.82,4971367
2007,07,16,550.25,558.58,549.31,553.49,6467714
2007,07,17,554.68,557.73,552.38,555.08,4144855
2007,07,18,553.7,554.5,543.81,548.25,5656557
2007,07,19,553.31,553.52,542.24,547.76,6373308
2007,07,20,511.67,523.18,509.5,520.05,16484220
2007,07,23,519.02,520,512.15,512.34,6164164
2007,07,24,509.3,518.69,507.11,514.26,5287373
2007,07,25,516.7,517.02,505.56,509.61,5380198
2007,07,26,507.07,512.59,498.88,509.92,6582786
2007,07,27,508.54,516.62,505.5,512.34,5279827
2007,07,30,513.02,519.34,510.5,516.12,3566343
2007,07,31,520.23,520.44,510,510.94,3991797
2007,08,01,510.5,516.51,508.14,513.52,4205461
2007,08,02,513.72,514.99,509,510.87,3012706
2007,08,03,510.06,513.2,503,503.45,2947001
2007,08,06,503,510.15,502.5,509.44,3494195
2007,08,07,509.03,519.88,509.02,516.24,4055952
2007,08,08,519.5,525.55,517.09,524.25,3780251
2007,08,09,520.27,526.82,514.63,516,4643997
2007,08,10,510.52,518.72,505.63,515.86,4961236
2007,08,13,519.54,519.75,513.03,515.43,2854522
2007,08,14,515.72,517.4,508,508.54,3464981
2007,08,15,509,511.69,496.71,497.23,5236047
2007,08,16,492.49,496.43,480.46,490.8,8290107
2007,08,17,497.15,501,491.65,500.03,5232682
2007,08,20,502.46,502.56,496,497.91,2471613
2007,08,21,498.94,508.16,497.77,506.91,3489298
2007,08,22,509.49,516.25,509.25,513.04,2987449
2007,08,23,516,516.13,507,512.16,2938030
2007,08,24,512.61,515.55,508.5,514.52,2299744
2007,08,27,514.43,517.45,511.4,514.1,2224203
2007,08,28,511.53,514.98,505.79,506.76,2641531
2007,08,29,507.84,513.3,507.23,511.7,2412495
2007,08,30,512.36,515.4,510.58,511.1,2444993
2007,08,31,513.91,516.5,511.47,514.75,2486688
2007,09,04,514.64,528,514.62,525.42,3549453
2007,09,05,523.4,529.48,522.25,527.98,3194296
2007,09,06,529.36,529.83,518.24,523.3,3509531
2007,09,07,517.86,521.24,516.8,518.77,3554243
2007,09,10,521.99,522.07,510.88,515.3,3115373
2007,09,11,516.9,521.65,515.73,521.27,2622464
2007,09,12,520.53,527.98,519,522.86,2850753
2007,09,13,524.06,527.21,523.22,524.52,1799186
2007,09,14,523.2,530.27,522.22,528.86,2614207
2007,09,17,526.53,529.28,524.07,525.66,2135601
2007,09,18,526.52,537.25,524.27,534.98,4000158
2007,09,19,538.97,549.45,538.86,546.49,5404844
2007,09,20,546.96,556.8,546.03,553.25,5356874
2007,09,21,556.32,560.79,552.83,560.1,6419080
2007,09,24,560.35,571.46,560,567.3,5174627
2007,09,25,564.08,568.86,562.86,568.74,2596014
2007,09,26,570.4,571.79,563.81,567.64,3167825
2007,09,27,571.72,571.74,565.78,566.76,1912535
2007,09,28,567,569.55,564.12,566.45,2297142
2007,10,01,569.98,584.35,569.61,582.18,4551138
2007,10,02,583.3,596.81,580.01,584.1,6762132
2007,10,03,586.23,588.97,580.36,583.48,3704631
2007,10,04,584.75,585.09,577.06,579.06,2847012
2007,10,05,587.9,596,587.01,594.62,4771776
2007,10,08,595,610.12,593.95,609.82,4908236
2007,10,09,615.11,623.78,608.39,615.09,8318167
2007,10,10,621.3,625.68,616.8,625.36,5102815
2007,10,11,634.14,641.41,609,620.17,11282657
2007,10,12,623.66,638.4,618.24,637.03,6543814
2007,10,15,638.47,639.86,615.55,620.76,6681772
2007,10,16,617.78,625.92,611.99,615.43,5583068
2007,10,17,630.45,634,621.59,633.7,5736655
2007,10,18,635.38,641.37,628.5,639.03,8355571
2007,10,19,654.56,658.49,639.62,645,14552629
2007,10,22,639,655,636.28,650.72,6472311
2007,10,23,661.58,677.6,660,675.61,6492443
2007,10,24,672.71,677.47,659.56,675.41,7243779
2007,10,25,678.68,678.97,663.55,668.06,5657981
2007,10,26,674.42,676.54,668.06,674.37,3212919
2007,10,29,677.77,680,672.09,678.85,2869467
2007,10,30,677.64,699.91,677.51,695.03,6652521
2007,10,31,700.77,706.86,696.04,706.55,6326959
2007,11,01,702.79,713.72,701.78,702.9,6265342
2007,11,02,710.48,713.58,697.34,711.1,5638707
2007,11,05,706.96,730.23,706.07,725.73,8575185
2007,11,06,737.66,741.79,725,741.44,8193847
2007,11,07,740.57,747.24,723.14,730.57,7865990
2007,11,08,734.6,734.89,677.18,694.57,15417786
2007,11,09,675.62,681.88,661.21,663.99,10414403
2007,11,12,657.71,669.93,626.21,630.93,9928179
2007,11,13,645,660.92,642,659.75,8009264
2007,11,14,673.07,675.49,636.27,640.34,7691074
2007,11,15,638.86,647.5,624,629.08,6728106
2007,11,16,633.94,635.49,616.02,633.59,8647328
2007,11,19,630.11,636.77,618.5,626.86,5334066
2007,11,20,636.34,659.1,632.87,648.19,9432717
2007,11,21,644.12,669.97,642.08,659.57,6790424
2007,11,23,670,678.28,668.11,677,2751326
2007,11,26,680.2,693.4,665.29,665.65,6324833
2007,11,27,674.85,676.43,650.26,673.01,8675927
2007,11,28,682.5,694.27,672.14,694.02,7527689
2007,11,29,690.84,702.79,687.77,696.5,6117735
2007,11,30,710.82,711.06,682.11,689.8,7365716
2007,12,03,690.76,695,681.14,681.99,4131853
2007,12,04,678,692,677.12,683.36,4050305
2007,12,05,692.27,698.63,684.16,698.6,3960754
2007,12,06,697.99,716.56,697.01,715.31,4574937
2007,12,07,714.99,718,710.5,714.6,3642464
2007,12,10,714.47,724.8,713.63,718.19,3146558
2007,12,11,719.81,720.99,698.78,699.64,5243499
2007,12,12,714,714.32,688.5,698.79,5854431
2007,12,13,696.53,697.62,681.21,694.52,4928674
2007,12,14,687.76,699.7,687.26,690.57,3514947
2007,12,17,688,695.42,663.67,668.83,5229039
2007,12,18,674.42,676.71,652.5,672.83,6897068
2007,12,19,674.21,679.5,669,677.1,4268613
2007,12,20,686.63,691,680.61,689.58,4024771
2007,12,21,697.73,699.26,693.24,696,5253936
2007,12,24,694.86,700.9,693.06,700,1547027
2007,12,26,699.4,713.22,698.22,709.95,2458162
2007,12,27,707.07,716,701.34,701.7,2814313
2007,12,28,704.93,707.95,696.54,702.51,2452269
2007,12,31,698.57,702.49,690.58,691.5,2147541
2008,01,02,692.87,697.37,677.73,685.73,4253409
2008,01,03,685.26,686.85,676.52,683.2,3134815
2008,01,04,679.37,680.96,655,655.8,5132827
2008,01,07,654.27,662.28,637.35,649.34,6174653
2008,01,08,652.71,659.96,631,631.89,5149008
2008,01,09,630.04,652.8,622.51,652.8,6560312
2008,01,10,645.01,657.2,640.11,648.25,6101089
2008,01,11,642.98,649.47,630.11,638.01,4701723
2008,01,14,651.13,657.4,645.25,653.31,4249825
2008,01,15,645.92,649.05,635.38,637.56,5031248
2008,01,16,630.3,639.99,601.93,617.17,10211850
2008,01,17,620.06,625.74,598.01,600.53,7976006
2008,01,18,608,609.99,598.45,600.26,8312037
2008,01,22,562.03,597.5,561.2,585.47,8747861
2008,01,23,560.89,568,519,550.14,16450544
2008,01,24,558.8,579.69,554.14,575.38,9044941
2008,01,25,592.21,595,566.58,567.95,6645140
2008,01,28,570,572.24,548.6,554.45,5527388
2008,01,29,560,561.33,540.67,550.82,5887933
2008,01,30,548.89,560.43,543.51,546.51,7445350
2008,01,31,539.1,573,534.29,560.36,10145834
2008,02,01,529.02,536.67,510,516.27,16308451
2008,02,04,509.2,512.78,492.55,496,12814188
2008,02,05,489.2,509,488.52,506.8,10891209
2008,02,06,511.14,511.25,497.93,501.6,7205106
2008,02,07,497,514.19,494.76,504.16,7671655
2008,02,08,508.88,517.73,508.7,515.64,6581070
2008,02,11,520.69,523.71,513.4,520.74,5479183
2008,02,12,523.39,530.6,513.03,519.09,6451213
2008,02,13,522.98,534.99,518.69,534.38,6016495
2008,02,14,538.35,541.04,531.07,531.3,6279702
2008,02,15,528.31,532.66,524.33,529.82,5099741
2008,02,19,534.94,535.06,506.5,508.1,6149294
2008,02,20,503.74,511.01,498.82,508.48,6447267
2008,02,21,513.06,513.21,499.5,501.66,5353170
2008,02,22,502.06,508.27,497.55,507.61,5317222
2008,02,25,505.95,506.5,485.81,486.97,7988026
2008,02,26,461.29,466.47,446.85,464.27,22174457
2008,02,27,460.13,475.49,459.64,472.89,9891318
2008,02,28,470.5,479.09,467.36,474.99,6162252
2008,02,29,471.87,479.74,464.65,471.07,8981023
2008,03,03,471.51,472.72,450.11,457.19,7360909
2008,03,04,450.73,453.36,435.78,444.13,13272602
2008,03,05,445.25,454.17,444,447.5,7164224
2008,03,06,447.6,453.3,431.18,432.69,7215656
2008,03,07,428.88,440,426.24,433.48,7865489
2008,03,10,429,431,413.04,414.7,7723652
2008,03,11,425.26,440.15,424.65,439.86,8343045
2008,03,12,440.03,447.88,438.07,439.72,6410562
2008,03,13,432.51,446.98,428.78,442.4,7530408
2008,03,14,442.98,449.34,430.62,438.72,6378251
2008,03,17,427.03,433.71,412.11,420.98,7682326
2008,03,18,428.98,440.84,425.53,439.13,6943154
2008,03,19,441.19,447.5,431.67,432.18,5865534
2008,03,20,427.37,435.7,417.5,431.88,9414128
2008,03,24,438.3,465.78,437.72,460.2,6432033
2008,03,25,457.31,457.5,446,449.35,5576155
2008,03,26,452.59,462.87,449.29,458.76,4825374
2008,03,27,445.17,448.61,440.49,444.37,5432896
2008,03,28,446.48,453.57,434.31,437.95,4271634
2008,03,31,435.64,442.69,432.01,441.61,4182086
2008,04,01,447.12,466.5,446.87,465.24,5795112
2008,04,02,469.35,475.74,460.39,465.17,5880808
2008,04,03,461.4,465.7,448.13,455.17,6251577
2008,04,04,457.01,477.83,456.2,470.6,5728288
2008,04,07,477.18,485.44,473.53,477.85,5326566
2008,04,08,473.1,474.14,462.01,467.73,4368162
2008,04,09,469.67,472,457.54,462.99,5876835
2008,04,10,464.99,473.86,461.85,468.99,4984401
2008,04,11,463.62,467.26,455.01,457.92,3663481
2008,04,14,457.27,457.45,450.15,451.77,3608772
2008,04,15,458.46,459.72,443.72,446.75,4405100
2008,04,16,444.4,458.28,441,454.48,7251459
2008,04,17,454.88,459.37,446.52,450.51,6869777
2008,04,18,535.31,547.7,524.77,539.82,16830807
2008,04,21,539.39,542.59,530.29,538.68,6850578
2008,04,22,537.56,560.83,537.56,555.12,7678281
2008,04,23,557.94,559.31,540.95,546.48,4689712
2008,04,24,551.29,554.49,540.02,545.37,3966931
2008,04,25,549.02,553,542.73,544.3,3963832
2008,04,28,545.88,556.81,539,552.8,3859341
2008,04,29,550.83,563.4,550.01,558.98,4113949
2008,04,30,562.21,584.86,558.47,574.68,7559320
2008,05,01,578.38,594.93,576.97,593,6387620
2008,05,02,598.36,602.45,579.3,581.06,6767882
2008,05,05,598.86,599,587.13,594.43,5941609
2008,05,06,591,594.9,583,584.31,4410268
2008,05,07,590.22,599.49,576.43,579.73,6462829
2008,05,08,586.2,589.3,578.91,583.83,4884893
2008,05,09,579.3,585,571.3,572,4369012
2008,05,12,575.39,586.75,568.91,584,4573444
2008,05,13,586.97,587.95,578.55,583,4915815
2008,05,14,586.47,591.19,575.25,576.35,4147565
2008,05,15,579.02,582.95,575.61,581,4133055
2008,05,16,581.43,584.68,578.32,579.99,4072166
2008,05,19,578.55,588.88,573.52,577.9,5461642
2008,05,20,574.63,582.48,572.91,578.13,3172021
2008,05,21,577.69,581.41,547.89,550.3,6175185
2008,05,22,551.95,554.21,540.25,548.89,4727028
2008,05,23,546.94,553,537.81,544.99,4246133
2008,05,27,545,562.6,543.85,560.5,3467306
2008,05,28,567.28,571.49,560.9,568,3839462
2008,05,29,574.66,585.88,573.2,582.44,4537063
2008,05,30,583.47,589.92,581.3,584.25,2916103
2008,06,02,582.22,585.8,571.27,574.11,3512887
2008,06,03,576.5,580.5,560.61,568.49,4085316
2008,06,04,565.69,578,564.55,570.39,3266780
2008,06,05,576.21,588.04,576.21,585.98,3797712
2008,06,06,579.75,580.72,567.04,567.72,4547638
2008,06,09,568.42,570,545.4,557.42,5096856
2008,06,10,549.5,558.82,546.78,554.86,3523536
2008,06,11,556.16,557.34,544.46,545,3636751
2008,06,12,548.76,558,546.88,554.14,5273245
2008,06,13,561.49,575.7,561.34,571.65,5948449
2008,06,16,566.5,579.1,566.5,572.91,3401756
2008,06,17,576.3,578.07,568.38,569.85,3347210
2008,06,18,564.79,568.99,559.16,562.11,3082020
2008,06,19,555.35,563.78,550.81,560.22,5332024
2008,06,20,556.46,556.98,544.51,545.86,5792349
2008,06,23,545.66,553.15,542.02,546.41,3489575
2008,06,24,544.91,551.19,535.1,542.23,4554389
2008,06,25,544.32,557.8,543.67,550.27,3844773
2008,06,26,544.44,544.93,528.26,529.24,5373662
2008,06,27,528.27,530,515.09,525.99,4593580
2008,06,30,532.46,538,523.06,526.6,3530428
2008,07,01,519.58,536.72,517,533.64,4793169
2008,07,02,536.5,540.38,526.06,527.01,4085951
2008,07,03,530.94,539.23,527.5,537.05,2422343
2008,07,07,542.3,549,535.6,543.36,4124107
2008,07,08,545.99,554.35,540,553.9,4214110
2008,07,09,550.76,555.68,540.73,541,3992402
2008,07,10,545,549.5,530.72,539.24,4164327
2008,07,11,536.5,539.5,519.43,533.89,4736441
2008,07,14,538.82,540.06,515.45,521.5,4261149
2008,07,15,516.28,527.5,501.1,516.04,5934191
2008,07,16,514.04,536.48,510.6,536.34,4447526
2008,07,17,534.16,537.05,525.3,532.5,5338064
2008,07,18,498.35,498.98,478.19,480.49,10873249
2008,07,21,480.87,484.09,465.7,468.76,5693365
2008,07,22,466.97,480.25,465.6,476.31,4369302
2008,07,23,481.6,497.23,478.1,488.92,4381508
2008,07,24,495.92,496.87,477.95,478,3263777
2008,07,25,486.49,493.13,481.5,492.31,2925764
2008,07,28,492.09,492.09,475.13,476.72,2971130
2008,07,29,479,487.26,478,482.22,2626842
2008,07,30,486.16,486.16,472.81,482.31,3377077
2008,07,31,475.02,480.89,471.44,471.7,2665276
2008,08,01,472.98,473.22,462.5,467,2920737
2008,08,04,468.12,473.01,462.36,463.11,2385116
2008,08,05,467.45,480.08,466.33,479.37,3366646
2008,08,06,479.36,489.77,472.51,486.78,3177523
2008,08,07,482,484,476.41,479.5,2628577
2008,08,08,480.15,495.75,475.69,494.63,3585853
2008,08,11,492.47,508.88,491.78,501.78,4097988
2008,08,12,502,506.13,498,502.55,2656258
2008,08,13,500.6,503.54,493.88,498.99,3531816
2008,08,14,497.1,507.61,496.29,505.79,2811668
2008,08,15,506.99,510.66,505.5,510.17,3611628
2008,08,18,509.3,510,495.51,497.55,3161939
2008,08,19,491,498.28,486.63,490,2897454
2008,08,20,494.73,496.69,482.57,485.15,3874131
2008,08,21,482.82,489.9,479.27,486.17,3410460
2008,08,22,491.6,494.88,489.48,491.13,2163884
2008,08,25,486.5,497,481.5,483.54,1902293
2008,08,26,483.46,483.55,470.59,473.65,3062755
2008,08,27,474.21,474.83,464.84,467.85,4242601
2008,08,28,472.49,476.45,470.33,473.82,2936918
2008,08,29,470.3,471.01,462.72,463.42,3026180
2008,09,02,477,482.18,461.42,465.88,5936410
2008,09,03,468.73,474.29,459.58,464.8,4208037
2008,09,04,460.1,463.24,449.4,449.88,4451976
2008,09,05,445.5,452.46,440.08,444.38,4388914
2008,09,08,452.2,452.94,417.55,420,8678526
2008,09,09,423.3,432.38,415,419.2,7032975
2008,09,10,424.2,424.48,409.68,413.37,6032520
2008,09,11,408.49,435.09,406.38,434,6272770
2008,09,12,430.41,441.99,429,438.21,5875636
2008,09,15,424.19,441.97,423.71,434.97,6196344
2008,09,16,425.96,449.28,425.49,440.53,6568796
2008,09,17,437.91,439.14,413.44,415,8392864
2008,09,18,422.87,437.9,410.5,437.11,8007747
2008,09,19,461.17,462.07,443.28,445.6,9292361
2008,09,22,454.13,454.13,429,430.66,4218143
2008,09,23,433.25,440.79,425.72,429.4,5030075
2008,09,24,432.37,445,430.11,434.98,4050531
2008,09,25,438.84,450,435.98,440.35,4683990
2008,09,26,428.01,437.16,421.03,430.88,5155618
2008,09,29,419.88,423.51,380.71,390.34,10154149
2008,09,30,395.81,483.63,295.27,406.95,7813447
2008,10,01,411.15,416.98,403.1,412,5898363
2008,10,02,409.79,409.98,386,391,5778626
2008,10,03,397.66,412.5,383.07,387,7772446
2008,10,06,373.98,375.99,357.16,370,10853977
2008,10,07,373.03,374.98,345.37,348.25,10616769
2008,10,08,330.44,358.99,326.11,337.74,11463124
2008,10,09,344.52,348.57,321.67,331.81,7641091
2008,10,10,313.99,341.89,310.3,332.22,9984703
2008,10,13,355.79,381.75,345.75,381.5,8506673
2008,10,14,393.73,394.5,357,362.56,7444647
2008,10,15,354.93,359,339.51,340.02,6273000
2008,10,16,332.76,352.21,309.44,352.05,13399862
2008,10,17,378.96,386,363.55,371.12,14013737
2008,10,20,379.7,380.98,359.59,379.92,6479558
2008,10,21,372.3,383.78,362.12,362.43,5487938
2008,10,22,357.44,369.69,344,353.42,6166387
